ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA, LAT, LONG, DATE, COUNCIL
T20210021563,2021-10-26,08:13:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,776840,1,0,1,1,2,4,1,2,T intersection,2,100,,144.662653,-36.413704,20211026,BENDIGO
T20210021819,2021-10-29,22:13:00,3,Struck animal,6,Friday,167,STRUCK ANIMAL,5,695978,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other,144.316743,-36.783837,20211029,BENDIGO
T20210021943,2021-10-31,18:31:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,698359,2,0,1,1,0,2,1,5,Not at intersection,2,80,Arterial Other,144.367329,-36.807878,20211031,BENDIGO
T20210022175,2021-11-03,19:23:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,360256,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Highway,144.258238,-36.746907,20211103,BENDIGO
T20210023805,2021-11-05,15:30:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,627728,3,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Highway,144.274077,-36.761046,20211105,BENDIGO
T20210022433,2021-11-06,12:45:00,1,Collision with vehicle,6,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,697700,2,0,0,1,1,2,1,1,Cross intersection,3,100,,144.223242,-36.662448,20211106,BENDIGO
T20210022523,2021-11-07,18:00:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,697245,1,2,0,0,0,2,1,5,Not at intersection,1,100,Arterial Highway,144.697511,-36.9007,20211107,BENDIGO
T20210022590,2021-11-08,15:30:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,697010,2,0,0,2,5,7,1,5,Not at intersection,3,60,Arterial Other,144.28949,-36.769441,20211108,BENDIGO
T20210022617,2021-11-09,02:00:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,697074,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other,144.655534,-36.951785,20211109,BENDIGO
T20220002211,2021-11-12,17:00:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,2,29983,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.266509,-36.767121,20211112,BENDIGO
T20210023001,2021-11-13,14:50:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,59551,3,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,144.270202,-36.738893,20211113,BENDIGO
T20210024181,2021-11-13,16:45:00,5,collision with some other object,7,Saturday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,1,172375,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,144.258329,-36.772809,20211113,BENDIGO
T20210023407,2021-11-14,10:30:00,1,Collision with vehicle,0,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,697645,2,0,0,2,1,3,2,5,Not at intersection,3,50,Local Road,144.276058,-36.757554,20211114,BENDIGO
T20210023257,2021-11-14,00:30:00,7,Fall from or in moving vehicle,0,Sunday,190,FELL IN/FROM VEHICLE,5,697219,1,0,0,1,0,1,2,2,T intersection,3,60,,144.425424,-36.815967,20211114,BENDIGO
T20210023438,2021-11-15,17:00:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,1,697638,3,0,0,2,1,3,2,5,Not at intersection,3,60,,144.289086,-36.748618,20211115,BENDIGO
T20210023617,2021-11-18,15:42:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,240665,2,0,0,1,1,2,1,5,Not at intersection,3,999,Local Road,144.291093,-36.779241,20211118,BENDIGO
T20210023729,2021-11-20,20:40:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,226243,2,0,0,1,2,3,1,1,Cross intersection,3,60,Local Road,144.304265,-36.72079,20211120,BENDIGO
T20220001893,2021-11-22,09:00:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,703340,2,0,0,1,1,2,2,1,Cross intersection,3,60,,144.305292,-36.773275,20211122,BENDIGO
T20210023658,2021-11-22,14:30:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,697883,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,144.29131,-36.757373,20211122,BENDIGO
T20210023724,2021-11-23,09:33:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,698204,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.260125,-36.790926,20211123,BENDIGO
T20210023809,2021-11-24,07:40:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51610,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.298155,-36.758555,20211124,BENDIGO
T20210025123,2021-11-24,12:00:00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,699360,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,144.254257,-36.707703,20211124,BENDIGO
T20210023926,2021-11-25,12:44:00,1,Collision with vehicle,5,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,701959,2,0,1,3,1,5,1,5,Not at intersection,2,50,Local Road,144.283317,-36.752459,20211125,BENDIGO
T20220014261,2021-11-26,11:55:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,51695,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other,144.247991,-36.777503,20211126,BENDIGO
T20210024197,2021-11-28,18:18:00,2,Struck Pedestrian,1,Sunday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,698175,1,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,144.257122,-36.750297,20211128,BENDIGO
T20220006003,2021-11-29,11:05:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,731451,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,144.292097,-36.757529,20211129,BENDIGO
T20210024231,2021-11-29,08:30:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),1,781461,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,144.340645,-36.774355,20211129,BENDIGO
T20210024419,2021-11-30,22:15:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,51743,1,0,1,0,0,1,1,2,T intersection,2,60,Local Road,144.237639,-36.807779,20211130,BENDIGO
T20210026866,2021-11-30,06:10:00,1,Collision with vehicle,2,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),2,51725,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Highway,144.244408,-36.794778,20211130,BENDIGO
T20210024803,2021-12-05,12:22:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,19416,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Other,144.278447,-36.733946,20211205,BENDIGO
T20220000369,2021-12-06,21:24:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,703093,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other,144.302249,-36.772318,20211206,BENDIGO
T20210024929,2021-12-06,14:10:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,1,51614,2,0,1,1,1,3,1,2,T intersection,2,60,Arterial Highway,144.256617,-36.758552,20211206,BENDIGO
T20210024997,2021-12-07,11:00:00,4,Collision with a fixed object,2,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,701694,1,0,0,1,0,1,1,2,T intersection,3,80,Local Road,144.370982,-36.795976,20211207,BENDIGO
T20220002596,2021-12-08,18:34:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59872,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,144.237553,-36.802046,20211208,BENDIGO
T20210025293,2021-12-10,17:19:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,699878,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Highway,144.290529,-36.750071,20211210,BENDIGO
T20220004132,2021-12-12,14:25:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,705301,2,0,0,2,1,3,2,2,T intersection,3,999,Arterial Highway,144.636479,-36.875022,20211212,BENDIGO
T20220000223,2021-12-12,21:00:00,1,Collision with vehicle,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,702319,3,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,144.321822,-36.700822,20211212,BENDIGO
T20210025579,2021-12-13,22:24:00,2,Struck Pedestrian,2,Monday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,3,699849,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,144.252555,-36.736461,20211213,BENDIGO
T20210025706,2021-12-15,09:55:00,5,collision with some other object,4,Wednesday,166,STRUCK OBJECT ON CARRIAGEWAY,1,701140,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,144.252947,-36.719583,20211215,BENDIGO
T20210025832,2021-12-16,17:10:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,702455,2,0,2,2,0,4,1,5,Not at intersection,2,100,Local Road,144.511657,-36.73527,20211216,BENDIGO
T20220001944,2021-12-16,11:10:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),1,731339,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,144.198629,-36.752141,20211216,BENDIGO
T20210025763,2021-12-16,05:32:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,59524,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Highway,144.304867,-36.731458,20211216,BENDIGO
T20210026040,2021-12-18,19:50:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19424,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,144.274233,-36.743566,20211218,BENDIGO
T20210026091,2021-12-18,21:50:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),6,700002,2,0,1,0,1,2,2,5,Not at intersection,2,60,Arterial Other,144.262483,-36.73897,20211218,BENDIGO
T20210026088,2021-12-18,19:05:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,311173,2,0,0,1,3,4,1,3,Y intersection,3,80,Local Road,144.276064,-36.825138,20211218,BENDIGO
T20210026044,2021-12-18,20:00:00,6,Vehicle overturned (no collision),6,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,2,757394,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,144.561985,-36.915978,20211218,BENDIGO
T20210026006,2021-12-18,10:10:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,703245,1,0,0,2,0,2,1,5,Not at intersection,3,50,Local Road,144.27179,-36.766185,20211218,BENDIGO
T20210026943,2021-12-19,22:00:00,1,Collision with vehicle,0,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,298501,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,144.321548,-36.705802,20211219,BENDIGO
T20210026312,2021-12-22,12:00:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,19695,2,0,0,2,0,2,1,2,T intersection,3,80,Arterial Highway,144.238135,-36.818668,20211222,BENDIGO
T20210026383,2021-12-23,10:30:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,700544,5,0,1,2,2,5,1,5,Not at intersection,2,70,Arterial Highway,144.301109,-36.75866,20211223,BENDIGO
T20210026515,2021-12-24,19:35:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29977,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,144.283473,-36.750173,20211224,BENDIGO
T20210026599,2021-12-25,19:55:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,701049,2,0,2,2,0,4,1,5,Not at intersection,2,100,Arterial Other,144.094615,-36.815396,20211225,BENDIGO
T20210026663,2021-12-27,13:15:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51724,2,0,0,1,4,5,1,1,Cross intersection,3,50,Local Road,144.242886,-36.794551,20211227,BENDIGO
T20210026731,2021-12-27,18:30:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,703233,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road,144.769005,-36.754593,20211227,BENDIGO
T20210026754,2021-12-28,15:58:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,704026,2,0,0,2,1,3,1,2,T intersection,3,80,Arterial Highway,144.209397,-36.742462,20211228,BENDIGO
T20210026760,2021-12-28,17:05:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,303953,2,0,1,0,1,2,1,2,T intersection,2,100,Arterial Highway,144.536014,-36.60482,20211228,BENDIGO
T20210026736,2021-12-28,12:45:00,4,Collision with a fixed object,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,700591,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.235036,-36.763078,20211228,BENDIGO
T20210026920,2021-12-31,03:50:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,702859,1,0,1,0,0,1,1,2,T intersection,2,100,,144.237981,-36.837136,20211231,BENDIGO
T20220000981,2022-01-01,02:00:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,702274,1,0,0,1,0,1,2,5,Not at intersection,3,50,,144.156207,-36.654284,20220101,BENDIGO
T20220000163,2022-01-03,18:56:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59752,2,0,1,2,0,3,1,1,Cross intersection,2,60,,144.292222,-36.767882,20220103,BENDIGO
T20220000196,2022-01-04,11:05:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,51521,2,0,1,0,3,4,1,1,Cross intersection,2,60,Arterial Highway,144.309004,-36.726132,20220104,BENDIGO
T20220000368,2022-01-05,16:20:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,19418,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,144.132975,-36.735691,20220105,BENDIGO
T20220000345,2022-01-06,16:00:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,701357,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other,144.25467,-36.746397,20220106,BENDIGO
T20220000603,2022-01-07,15:20:00,6,Vehicle overturned (no collision),5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,702042,1,0,1,0,0,1,2,2,T intersection,2,60,Local Road,144.345725,-36.625399,20220107,BENDIGO
T20220000394,2022-01-07,12:13:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,172749,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.288899,-36.75371,20220107,BENDIGO
T20220000397,2022-01-07,13:08:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,701652,2,0,0,1,1,2,1,5,Not at intersection,3,100,Local Road,144.35102,-36.84117,20220107,BENDIGO
T20220000448,2022-01-08,10:25:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,701420,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,144.261488,-36.761715,20220108,BENDIGO
T20220000551,2022-01-10,10:30:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,731298,2,0,0,1,5,6,1,1,Cross intersection,3,60,Local Road,144.319376,-36.743134,20220110,BENDIGO
T20220000530,2022-01-10,01:45:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,706767,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other,144.116131,-36.816163,20220110,BENDIGO
T20220000606,2022-01-11,10:30:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,51693,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,144.289382,-36.776286,20220111,BENDIGO
T20220000614,2022-01-11,14:20:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,243933,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Highway,144.227707,-36.76004,20220111,BENDIGO
T20220004642,2022-01-12,12:40:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,51628,1,0,0,1,0,1,2,1,Cross intersection,3,50,Arterial Other,144.283385,-36.761424,20220112,BENDIGO
T20220000838,2022-01-14,14:50:00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,19666,2,0,0,1,1,2,1,1,Cross intersection,3,100,Local Road,144.531497,-36.629062,20220114,BENDIGO
T20220000817,2022-01-14,16:15:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,253296,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,144.295381,-36.759549,20220114,BENDIGO
T20220000888,2022-01-15,17:10:00,6,Vehicle overturned (no collision),6,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,1,705411,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.250276,-36.705833,20220115,BENDIGO
T20220005234,2022-01-15,21:30:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,51593,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,144.274076,-36.755246,20220115,BENDIGO
T20220001572,2022-01-19,13:45:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,703683,2,0,0,1,1,2,2,5,Not at intersection,3,100,,144.276209,-36.681105,20220119,BENDIGO
T20220001122,2022-01-19,08:50:00,1,Collision with vehicle,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,702412,2,0,1,1,1,3,1,5,Not at intersection,2,50,Local Road,144.244225,-36.782483,20220119,BENDIGO
T20220001310,2022-01-21,21:25:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,3,49321,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,144.305216,-36.773247,20220121,BENDIGO
T20220001492,2022-01-22,14:00:00,5,collision with some other object,7,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,1,711851,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,144.255747,-36.700734,20220122,BENDIGO
T20220001376,2022-01-22,17:10:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,244234,2,0,0,2,0,2,1,1,Cross intersection,3,80,Arterial Highway,144.204157,-36.742226,20220122,BENDIGO
T20220004563,2022-01-23,04:30:00,3,Struck animal,0,Sunday,167,STRUCK ANIMAL,5,705566,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Other,144.345032,-36.799625,20220123,BENDIGO
T20220019741,2022-01-25,17:35:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,723506,2,0,0,2,2,4,2,1,Cross intersection,3,50,Arterial Other,144.282903,-36.763637,20220125,BENDIGO
T20220001713,2022-01-27,08:33:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,703096,2,0,2,2,0,4,1,2,T intersection,2,80,Local Road,144.237798,-36.820187,20220127,BENDIGO
T20220002078,2022-01-29,19:10:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51643,2,0,0,1,2,3,1,1,Cross intersection,3,50,Local Road,144.280517,-36.764281,20220129,BENDIGO
T20220005331,2022-01-31,05:20:00,3,Struck animal,1,Monday,167,STRUCK ANIMAL,5,706584,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Highway,144.15981,-36.738567,20220131,BENDIGO
T20220002153,2022-02-01,17:15:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,244234,2,0,0,1,2,3,1,1,Cross intersection,3,80,Arterial Highway,144.204157,-36.742226,20220201,BENDIGO
T20220002471,2022-02-05,15:49:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,703730,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Highway,144.257396,-36.732185,20220205,BENDIGO
T20220004807,2022-02-06,18:30:00,1,Collision with vehicle,0,Sunday,140,U TURN,1,706116,2,0,0,1,1,2,1,5,Not at intersection,3,100,Local Road,144.231493,-36.814553,20220206,BENDIGO
T20220002630,2022-02-07,12:59:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,44640,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,144.281094,-36.759398,20220207,BENDIGO
T20220002818,2022-02-09,11:10:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,704410,2,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.266081,-36.76656,20220209,BENDIGO
T20220002978,2022-02-11,12:36:00,8,No collision and no object struck,6,Friday,170,OFF CARRIAGEWAY TO LEFT,1,704652,1,0,0,1,0,1,1,5,Not at intersection,3,60,,144.302126,-36.723851,20220211,BENDIGO
T20220003159,2022-02-13,08:40:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,704658,1,0,0,1,0,1,2,2,T intersection,3,60,Local Road,144.280279,-36.719674,20220213,BENDIGO
T20220003265,2022-02-14,15:50:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,1,704743,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other,144.314744,-36.769238,20220214,BENDIGO
T20220003274,2022-02-14,17:30:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,244234,3,0,0,3,2,5,1,1,Cross intersection,3,80,Arterial Highway,144.204157,-36.742226,20220214,BENDIGO
T20220003284,2022-02-15,03:25:00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL,3,704744,1,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road,144.228757,-36.780881,20220215,BENDIGO
T20220005289,2022-02-15,13:15:00,1,Collision with vehicle,2,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,706956,2,0,0,1,1,2,1,1,Cross intersection,3,70,Arterial Highway,144.313162,-36.759263,20220215,BENDIGO
T20220003536,2022-02-17,16:00:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,708231,2,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.265821,-36.766219,20220217,BENDIGO
T20220003621,2022-02-18,15:20:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,706354,1,0,0,1,2,3,1,5,Not at intersection,3,100,Local Road,144.263819,-36.81666,20220218,BENDIGO
T20220003610,2022-02-18,15:05:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,705173,2,0,2,0,2,4,1,1,Cross intersection,2,60,Arterial Highway,144.285279,-36.756374,20220218,BENDIGO
T20220003636,2022-02-18,20:55:00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,708491,1,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Highway,144.286497,-36.753879,20220218,BENDIGO
T20220003705,2022-02-19,18:40:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,356970,2,0,1,1,1,3,1,1,Cross intersection,2,50,Local Road,144.293697,-36.767904,20220219,BENDIGO
T20220003685,2022-02-19,13:45:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51686,2,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Other,144.250038,-36.773612,20220219,BENDIGO
T20220003794,2022-02-20,21:30:00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,5,704990,1,0,0,1,2,3,1,5,Not at intersection,3,100,Arterial Other,144.680821,-36.929025,20220220,BENDIGO
T20220003820,2022-02-20,11:15:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,44717,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,144.258684,-36.725877,20220220,BENDIGO
T20220003982,2022-02-22,17:41:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,705186,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.154843,-36.772025,20220222,BENDIGO
T20220003926,2022-02-22,11:10:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59575,2,0,2,0,1,3,1,1,Cross intersection,2,80,Arterial Highway,144.1994,-36.742056,20220222,BENDIGO
T20220004142,2022-02-24,13:40:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,706451,3,0,1,2,1,4,1,5,Not at intersection,2,60,Arterial Other,144.304732,-36.73139,20220224,BENDIGO
T20220004074,2022-02-24,01:45:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,5,705261,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.32048,-36.731139,20220224,BENDIGO
T20220004330,2022-02-26,14:25:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,705493,3,0,2,1,0,3,1,5,Not at intersection,2,100,Arterial Highway,144.367171,-36.773016,20220226,BENDIGO
